asn=0    	id=-1  	Main	copying configuration file E:\TSCH-2022\matlab-simulation\schedule_1\config.json to output directory E:\TSCH-2022\results\2022-05-02_12-36-59\config.json[MAIN]
asn=25264	id=4   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=25264	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=25268	id=3   	Node	scanning on channel=15...[NODE]
asn=25268	id=9   	Node	scanning on channel=23...[NODE]
asn=25268	id=6   	Node	scanning on channel=19...[NODE]
asn=25268	id=11  	Node	scanning on channel=15...[NODE]
asn=25268	id=13  	Node	scanning on channel=20...[NODE]
asn=25268	id=14  	Node	scanning on channel=24...[NODE]
asn=25268	id=10  	Node	scanning on channel=16...[NODE]
asn=25268	id=7   	Node	scanning on channel=14...[NODE]
asn=25268	id=5   	Node	scanning on channel=15...[NODE]
asn=25268	id=12  	Node	scanning on channel=21...[NODE]
asn=25282	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25300	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25304	id=4   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=25304	id=4   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=25304	id=4   	App	generate a packet, seqnum=15 for=1 [PACKET_SOURCE]
asn=25304	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=25304	id=4   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=25304	id=4   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=25304	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: 15], channel offset=5 timeslot=2[SCHEDULER NEW]
asn=25304	id=4   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=25305	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25307	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25308	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25313	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=25313	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=25315	id=1   	App	rx app packet seqnum=15 from=4 at cell [ts: 2, co: 5][NODE]
asn=25315	id=4   	Node	tx done from=4 source=4 to=1 destination=1 numtx=1 seqnum=15 packet buffer: timeslot: 2 channel offset: 5 acked=true, remove packet[NODE]
asn=25315	id=4   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=25315	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=25322	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25324	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25326	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25340	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25347	id=8   	Node	add neighbor id=4 [NODE]
asn=25347	id=8   	Node	Add_route called from ensure neighbor
asn=25347	id=8   	TSCH	joined/associated at 253.47 on receiving an EB packet from 4[NODE]
asn=25347	id=8   	TSCH	Node has joined TSCH in TSCH Associate [NODE]
asn=25347	id=8   	Node	update time source called [NODE]
asn=25347	id=8   	Main	On new time source method called from Manual Routing [ROUTING MANUAL]
asn=25347	id=8   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=25347	id=8   	Node	Start method called from Manual Routing for 8
asn=25347	id=8   	Node	Route File Read successfully [ROUTING MANUAL]
asn=25347	id=8   	Node	File loaded into struct successfully [ROUTING MANUAL]
asn=25347	id=8   	Node	Reading routes for Node 8 [ROUTING MANUAL]
asn=25347	id=8   	Node	Destination = 4, Nexthop = 4 [ROUTING MANUAL]
asn=25347	id=8   	Node	Route added to destination node id: 4 through next hop node id: 4 in the routing table of node: 8
asn=25347	id=8   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=25347	id=8   	Node	Reading routes for Node 8 [ROUTING MANUAL]
asn=25347	id=8   	Node	Destination = 1, Nexthop = 4 [ROUTING MANUAL]
asn=25347	id=8   	Node	Route added to destination node id: 1 through next hop node id: 4 in the routing table of node: 8
asn=25347	id=4   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=25347	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=25361	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25369	id=12  	Node	scanning on channel=20...[NODE]
asn=25369	id=7   	Node	scanning on channel=23...[NODE]
asn=25369	id=5   	Node	scanning on channel=17...[NODE]
asn=25369	id=10  	Node	scanning on channel=26...[NODE]
asn=25369	id=6   	Node	scanning on channel=14...[NODE]
asn=25369	id=9   	Node	scanning on channel=17...[NODE]
asn=25369	id=14  	Node	scanning on channel=16...[NODE]
asn=25369	id=11  	Node	scanning on channel=11...[NODE]
asn=25370	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25372	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25377	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25399	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25405	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25408	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25410	id=8   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=25410	id=8   	Node	Nexthop id: 4 found for destination: 1 [ROUTE]
asn=25410	id=8   	App	generate a packet, seqnum=1 for=1 [PACKET_SOURCE]
asn=25410	id=8   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=25410	id=8   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=25410	id=8   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=25410	id=8   	TSCH	schedule packet [src: 8, dest: 4, seqnum: 1], channel offset=5 timeslot=3[SCHEDULER NEW]
asn=25410	id=8   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=25415	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=25415	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=25415	id=2   	App	generate a packet, seqnum=42 for=1 [PACKET_SOURCE]
asn=25415	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=25415	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=25415	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=25415	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 42], channel offset=1 timeslot=1[SCHEDULER NEW]
asn=25415	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=25416	id=1   	App	rx app packet seqnum=42 from=2 at cell [ts: 1, co: 1][NODE]
asn=25416	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=42 packet buffer: timeslot: 1 channel offset: 1 acked=true, remove packet[NODE]
asn=25416	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=25416	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=25418	id=4   	Node	add neighbor id=8 [NODE]
asn=25418	id=4   	Node	Add_route called from ensure neighbor
asn=25418	id=4   	Node	Get Nexthop id for destination: -1 [ROUTE]
asn=25418	id=4   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=25418	id=4   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=25418	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=25418	id=4   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=25418	id=4   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=25418	id=4   	TSCH	schedule packet [src: 8, dest: 1, seqnum: 1], channel offset=5 timeslot=2[SCHEDULER NEW]
asn=25418	id=4   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=25418	id=8   	Node	tx done from=8 source=8 to=4 destination=1 numtx=1 seqnum=1 packet buffer: timeslot: 3 channel offset: 5 acked=true, remove packet[NODE]
asn=25418	id=8   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=25418	id=8   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=25424	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25434	id=1   	App	rx app packet seqnum=1 from=8 at cell [ts: 2, co: 5][NODE]
asn=25434	id=4   	Node	tx done from=4 source=8 to=1 destination=1 numtx=1 seqnum=1 packet buffer: timeslot: 2 channel offset: 5 acked=true, remove packet[NODE]
asn=25434	id=4   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=25434	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=25437	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25449	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25461	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25461	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25466	id=4   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=25466	id=4   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=25466	id=4   	App	generate a packet, seqnum=16 for=1 [PACKET_SOURCE]
asn=25466	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=25466	id=4   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=25466	id=4   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=25466	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: 16], channel offset=5 timeslot=2[SCHEDULER NEW]
asn=25466	id=4   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=25468	id=1   	App	rx app packet seqnum=16 from=4 at cell [ts: 2, co: 5][NODE]
asn=25468	id=4   	Node	tx done from=4 source=4 to=1 destination=1 numtx=1 seqnum=16 packet buffer: timeslot: 2 channel offset: 5 acked=true, remove packet[NODE]
asn=25468	id=4   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=25468	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=25470	id=13  	Node	scanning on channel=23...[NODE]
asn=25470	id=12  	Node	scanning on channel=12...[NODE]
asn=25470	id=14  	Node	scanning on channel=19...[NODE]
asn=25470	id=9   	Node	scanning on channel=26...[NODE]
asn=25470	id=3   	Node	scanning on channel=11...[NODE]
asn=25470	id=7   	Node	scanning on channel=22...[NODE]
asn=25470	id=6   	Node	scanning on channel=17...[NODE]
asn=25470	id=5   	Node	scanning on channel=25...[NODE]
asn=25470	id=10  	Node	scanning on channel=19...[NODE]
asn=25480	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25483	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=25483	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=25483	id=2   	App	generate a packet, seqnum=43 for=1 [PACKET_SOURCE]
asn=25483	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=25483	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=25483	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=25483	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 43], channel offset=1 timeslot=1[SCHEDULER NEW]
asn=25483	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=25484	id=1   	App	rx app packet seqnum=43 from=2 at cell [ts: 1, co: 1][NODE]
asn=25484	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=43 packet buffer: timeslot: 1 channel offset: 1 acked=true, remove packet[NODE]
asn=25484	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=25484	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=25487	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25490	id=4   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=25490	id=4   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=25490	id=4   	App	generate a packet, seqnum=17 for=1 [PACKET_SOURCE]
asn=25490	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=25490	id=4   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=25490	id=4   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=25490	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: 17], channel offset=5 timeslot=2[SCHEDULER NEW]
asn=25490	id=4   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=25493	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25497	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25502	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25502	id=1   	App	rx app packet seqnum=17 from=4 at cell [ts: 2, co: 5][NODE]
asn=25502	id=4   	Node	tx done from=4 source=4 to=1 destination=1 numtx=1 seqnum=17 packet buffer: timeslot: 2 channel offset: 5 acked=true, remove packet[NODE]
asn=25502	id=4   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=25502	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=25519	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25527	id=8   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=25527	id=8   	Node	Nexthop id: 4 found for destination: 1 [ROUTE]
asn=25527	id=8   	App	generate a packet, seqnum=2 for=1 [PACKET_SOURCE]
asn=25527	id=8   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=25527	id=8   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=25527	id=8   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=25527	id=8   	TSCH	schedule packet [src: 8, dest: 4, seqnum: 2], channel offset=5 timeslot=3[SCHEDULER NEW]
asn=25527	id=8   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=25530	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25537	id=4   	Node	Get Nexthop id for destination: -1 [ROUTE]
asn=25537	id=4   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=25537	id=4   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=25537	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=25537	id=4   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=25537	id=4   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=25537	id=4   	TSCH	schedule packet [src: 8, dest: 1, seqnum: 2], channel offset=5 timeslot=2[SCHEDULER NEW]
asn=25537	id=4   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=25537	id=8   	Node	tx done from=8 source=8 to=4 destination=1 numtx=1 seqnum=2 packet buffer: timeslot: 3 channel offset: 5 acked=true, remove packet[NODE]
asn=25537	id=8   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=25537	id=8   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=25538	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25547	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25553	id=1   	App	rx app packet seqnum=2 from=8 at cell [ts: 2, co: 5][NODE]
asn=25553	id=4   	Node	tx done from=4 source=8 to=1 destination=1 numtx=1 seqnum=2 packet buffer: timeslot: 2 channel offset: 5 acked=true, remove packet[NODE]
asn=25553	id=4   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=25553	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=25554	id=8   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=25554	id=8   	Node	Nexthop id: 4 found for destination: 1 [ROUTE]
asn=25554	id=8   	App	generate a packet, seqnum=3 for=1 [PACKET_SOURCE]
asn=25554	id=8   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=25554	id=8   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=25554	id=8   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=25554	id=8   	TSCH	schedule packet [src: 8, dest: 4, seqnum: 3], channel offset=5 timeslot=3[SCHEDULER NEW]
asn=25554	id=8   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=25554	id=4   	Node	Get Nexthop id for destination: -1 [ROUTE]
asn=25554	id=4   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=25554	id=4   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=25554	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=25554	id=4   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=25554	id=4   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=25554	id=4   	TSCH	schedule packet [src: 8, dest: 1, seqnum: 3], channel offset=5 timeslot=2[SCHEDULER NEW]
asn=25554	id=4   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=25554	id=8   	Node	tx done from=8 source=8 to=4 destination=1 numtx=1 seqnum=3 packet buffer: timeslot: 3 channel offset: 5 acked=true, remove packet[NODE]
asn=25554	id=8   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=25554	id=8   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=25570	id=1   	App	rx app packet seqnum=3 from=8 at cell [ts: 2, co: 5][NODE]
asn=25570	id=4   	Node	tx done from=4 source=8 to=1 destination=1 numtx=1 seqnum=3 packet buffer: timeslot: 2 channel offset: 5 acked=true, remove packet[NODE]
asn=25570	id=4   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=25570	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=25571	id=5   	Node	scanning on channel=19...[NODE]
asn=25571	id=10  	Node	scanning on channel=15...[NODE]
asn=25571	id=6   	Node	scanning on channel=22...[NODE]
asn=25571	id=13  	Node	scanning on channel=11...[NODE]
asn=25571	id=7   	Node	scanning on channel=15...[NODE]
asn=25571	id=12  	Node	scanning on channel=16...[NODE]
asn=25571	id=11  	Node	scanning on channel=22...[NODE]
asn=25571	id=3   	Node	scanning on channel=22...[NODE]
asn=25571	id=14  	Node	scanning on channel=14...[NODE]
asn=25571	id=9   	Node	scanning on channel=21...[NODE]
asn=25602	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=25602	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=25602	id=2   	App	generate a packet, seqnum=44 for=1 [PACKET_SOURCE]
asn=25602	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=25602	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=25602	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=25602	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 44], channel offset=1 timeslot=1[SCHEDULER NEW]
asn=25602	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=25603	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25603	id=1   	App	rx app packet seqnum=44 from=2 at cell [ts: 1, co: 1][NODE]
asn=25603	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=44 packet buffer: timeslot: 1 channel offset: 1 acked=true, remove packet[NODE]
asn=25603	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=25603	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=25609	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25610	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25615	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25624	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25628	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25631	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25650	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25650	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25663	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25663	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25664	id=8   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=25664	id=8   	Node	Nexthop id: 4 found for destination: 1 [ROUTE]
asn=25664	id=8   	App	generate a packet, seqnum=4 for=1 [PACKET_SOURCE]
asn=25664	id=8   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=25664	id=8   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=25664	id=8   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=25664	id=8   	TSCH	schedule packet [src: 8, dest: 4, seqnum: 4], channel offset=5 timeslot=3[SCHEDULER NEW]
asn=25664	id=8   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=25666	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25667	id=4   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=25667	id=4   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=25667	id=4   	App	generate a packet, seqnum=18 for=1 [PACKET_SOURCE]
asn=25667	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=25667	id=4   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=25667	id=4   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=25667	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: 18], channel offset=5 timeslot=2[SCHEDULER NEW]
asn=25667	id=4   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=25672	id=9   	Node	scanning on channel=25...[NODE]
asn=25672	id=14  	Node	scanning on channel=21...[NODE]
asn=25672	id=5   	Node	scanning on channel=15...[NODE]
asn=25672	id=3   	Node	scanning on channel=15...[NODE]
asn=25672	id=13  	Node	scanning on channel=22...[NODE]
asn=25672	id=6   	Node	scanning on channel=11...[NODE]
asn=25672	id=10  	Node	scanning on channel=19...[NODE]
asn=25672	id=11  	Node	scanning on channel=26...[NODE]
asn=25672	id=7   	Node	scanning on channel=23...[NODE]
asn=25672	id=1   	App	rx app packet seqnum=18 from=4 at cell [ts: 2, co: 5][NODE]
asn=25672	id=4   	Node	tx done from=4 source=4 to=1 destination=1 numtx=1 seqnum=18 packet buffer: timeslot: 2 channel offset: 5 acked=true, remove packet[NODE]
asn=25672	id=4   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=25672	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=25673	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=25673	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=25673	id=2   	App	generate a packet, seqnum=45 for=1 [PACKET_SOURCE]
asn=25673	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=25673	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=25673	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=25673	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 45], channel offset=1 timeslot=1[SCHEDULER NEW]
asn=25673	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=25673	id=4   	Node	Get Nexthop id for destination: -1 [ROUTE]
asn=25673	id=4   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=25673	id=4   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=25673	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=25673	id=4   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=25673	id=4   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=25673	id=4   	TSCH	schedule packet [src: 8, dest: 1, seqnum: 4], channel offset=5 timeslot=2[SCHEDULER NEW]
asn=25673	id=4   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=25673	id=8   	Node	tx done from=8 source=8 to=4 destination=1 numtx=1 seqnum=4 packet buffer: timeslot: 3 channel offset: 5 acked=true, remove packet[NODE]
asn=25673	id=8   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=25673	id=8   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=25688	id=1   	App	rx app packet seqnum=45 from=2 at cell [ts: 1, co: 1][NODE]
asn=25688	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=45 packet buffer: timeslot: 1 channel offset: 1 acked=true, remove packet[NODE]
asn=25688	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=25688	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=25689	id=1   	App	rx app packet seqnum=4 from=8 at cell [ts: 2, co: 5][NODE]
asn=25689	id=4   	Node	tx done from=4 source=8 to=1 destination=1 numtx=1 seqnum=4 packet buffer: timeslot: 2 channel offset: 5 acked=true, remove packet[NODE]
asn=25689	id=4   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=25689	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=25691	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25715	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25736	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25743	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25756	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=25756	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=25756	id=2   	App	generate a packet, seqnum=46 for=1 [PACKET_SOURCE]
asn=25756	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=25756	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=25756	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=25756	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 46], channel offset=1 timeslot=1[SCHEDULER NEW]
asn=25756	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=25756	id=1   	App	rx app packet seqnum=46 from=2 at cell [ts: 1, co: 1][NODE]
asn=25756	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=46 packet buffer: timeslot: 1 channel offset: 1 acked=true, remove packet[NODE]
asn=25756	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=25756	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=25762	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25773	id=12  	Node	scanning on channel=11...[NODE]
asn=25773	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=25773	id=11  	Node	scanning on channel=15...[NODE]
asn=25773	id=4   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=25773	id=4   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=25773	id=4   	App	generate a packet, seqnum=19 for=1 [PACKET_SOURCE]
asn=25773	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=25773	id=4   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
