asn=0    	id=-1  	Main	copying configuration file E:\TSCH-2022\matlab-simulation\manual_schedule\config.json to output directory E:\TSCH-2022\results\2022-04-28_12-03-55\config.json[MAIN]
asn=1713 	id=7   	Node	scanning on channel=20...[NODE]
asn=1713 	id=10  	Node	scanning on channel=26...[NODE]
asn=1713 	id=8   	Node	scanning on channel=26...[NODE]
asn=1713 	id=13  	Node	scanning on channel=26...[NODE]
asn=1713 	id=9   	Node	scanning on channel=25...[NODE]
asn=1729 	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1739 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1766 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1771 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1774 	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1778 	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1795 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1809 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1813 	id=2   	Node	scanning on channel=26...[NODE]
asn=1813 	id=14  	Node	scanning on channel=26...[NODE]
asn=1813 	id=6   	Node	scanning on channel=15...[NODE]
asn=1813 	id=12  	Node	scanning on channel=20...[NODE]
asn=1813 	id=5   	Node	scanning on channel=15...[NODE]
asn=1813 	id=9   	Node	scanning on channel=15...[NODE]
asn=1813 	id=11  	Node	scanning on channel=26...[NODE]
asn=1813 	id=3   	Node	scanning on channel=20...[NODE]
asn=1813 	id=8   	Node	scanning on channel=25...[NODE]
asn=1813 	id=7   	Node	scanning on channel=25...[NODE]
asn=1813 	id=10  	Node	scanning on channel=20...[NODE]
asn=1813 	id=13  	Node	scanning on channel=20...[NODE]
asn=1816 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1820 	id=4   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=1820 	id=4   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=1820 	id=4   	App	generate a packet, seqnum=10 for=1 [PACKET_SOURCE]
asn=1820 	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=1820 	id=4   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=1820 	id=4   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=1820 	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: 10], channel offset=2 timeslot=3[SCHEDULER NEW]
asn=1820 	id=4   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=1824 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1827 	id=1   	App	rx app packet seqnum=10 from=4 at cell [ts: 3, co: 2][NODE]
asn=1827 	id=4   	Node	tx done from=4 source=4 to=1 destination=1 numtx=1 seqnum=10 packet buffer: timeslot: 3 channel offset: 2 acked=true, remove packet[NODE]
asn=1827 	id=4   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=1827 	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=1830 	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1842 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1864 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1867 	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1873 	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1877 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1888 	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1891 	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1913 	id=7   	Node	scanning on channel=15...[NODE]
asn=1913 	id=10  	Node	scanning on channel=25...[NODE]
asn=1913 	id=13  	Node	scanning on channel=25...[NODE]
asn=1913 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1913 	id=8   	Node	scanning on channel=20...[NODE]
asn=1913 	id=2   	Node	scanning on channel=25...[NODE]
asn=1913 	id=6   	Node	scanning on channel=25...[NODE]
asn=1913 	id=12  	Node	scanning on channel=26...[NODE]
asn=1913 	id=11  	Node	scanning on channel=20...[NODE]
asn=1913 	id=5   	Node	scanning on channel=25...[NODE]
asn=1913 	id=9   	Node	scanning on channel=25...[NODE]
asn=1915 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1916 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1956 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1957 	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1958 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1967 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1975 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1987 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1987 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2011 	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2013 	id=8   	Node	scanning on channel=25...[NODE]
asn=2013 	id=10  	Node	scanning on channel=20...[NODE]
asn=2013 	id=9   	Node	scanning on channel=26...[NODE]
asn=2013 	id=14  	Node	scanning on channel=25...[NODE]
asn=2013 	id=13  	Node	scanning on channel=26...[NODE]
asn=2013 	id=5   	Node	scanning on channel=26...[NODE]
asn=2013 	id=3   	Node	scanning on channel=26...[NODE]
asn=2013 	id=6   	Node	scanning on channel=15...[NODE]
asn=2013 	id=12  	Node	scanning on channel=20...[NODE]
asn=2017 	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2031 	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2032 	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2050 	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2075 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2084 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2089 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2106 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2112 	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2113 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2113 	id=2   	Node	scanning on channel=26...[NODE]
asn=2113 	id=3   	Node	scanning on channel=20...[NODE]
asn=2113 	id=12  	Node	scanning on channel=25...[NODE]
asn=2113 	id=9   	Node	scanning on channel=25...[NODE]
asn=2113 	id=10  	Node	scanning on channel=25...[NODE]
asn=2113 	id=8   	Node	scanning on channel=15...[NODE]
asn=2113 	id=7   	Node	scanning on channel=26...[NODE]
asn=2113 	id=5   	Node	scanning on channel=25...[NODE]
asn=2113 	id=13  	Node	scanning on channel=20...[NODE]
asn=2113 	id=14  	Node	scanning on channel=20...[NODE]
asn=2125 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2144 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2149 	id=4   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=2149 	id=4   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=2149 	id=4   	App	generate a packet, seqnum=11 for=1 [PACKET_SOURCE]
asn=2149 	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=2149 	id=4   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=2149 	id=4   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=2149 	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: 11], channel offset=2 timeslot=3[SCHEDULER NEW]
asn=2149 	id=4   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=2154 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2156 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2163 	id=1   	App	rx app packet seqnum=11 from=4 at cell [ts: 3, co: 2][NODE]
asn=2163 	id=4   	Node	tx done from=4 source=4 to=1 destination=1 numtx=1 seqnum=11 packet buffer: timeslot: 3 channel offset: 2 acked=true, remove packet[NODE]
asn=2163 	id=4   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=2163 	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=2206 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2212 	id=4   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=2212 	id=4   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=2212 	id=4   	App	generate a packet, seqnum=12 for=1 [PACKET_SOURCE]
asn=2212 	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=2212 	id=4   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=2212 	id=4   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=2212 	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: 12], channel offset=2 timeslot=3[SCHEDULER NEW]
asn=2212 	id=4   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=2213 	id=2   	Node	scanning on channel=20...[NODE]
asn=2213 	id=9   	Node	scanning on channel=20...[NODE]
asn=2213 	id=3   	Node	scanning on channel=26...[NODE]
asn=2213 	id=10  	Node	scanning on channel=26...[NODE]
asn=2213 	id=11  	Node	scanning on channel=26...[NODE]
asn=2213 	id=5   	Node	scanning on channel=26...[NODE]
asn=2213 	id=14  	Node	scanning on channel=15...[NODE]
asn=2213 	id=6   	Node	scanning on channel=20...[NODE]
asn=2213 	id=7   	Node	scanning on channel=25...[NODE]
asn=2213 	id=13  	Node	scanning on channel=26...[NODE]
asn=2216 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2223 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2227 	id=1   	App	rx app packet seqnum=12 from=4 at cell [ts: 3, co: 2][NODE]
asn=2227 	id=4   	Node	tx done from=4 source=4 to=1 destination=1 numtx=1 seqnum=12 packet buffer: timeslot: 3 channel offset: 2 acked=true, remove packet[NODE]
asn=2227 	id=4   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=2227 	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=2237 	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2253 	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2253 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2258 	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2260 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2263 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2274 	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2277 	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2284 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2313 	id=8   	Node	scanning on channel=25...[NODE]
asn=2313 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2313 	id=10  	Node	scanning on channel=25...[NODE]
asn=2313 	id=3   	Node	scanning on channel=25...[NODE]
asn=2313 	id=9   	Node	scanning on channel=15...[NODE]
asn=2313 	id=2   	Node	scanning on channel=15...[NODE]
asn=2313 	id=13  	Node	scanning on channel=25...[NODE]
asn=2313 	id=7   	Node	scanning on channel=20...[NODE]
asn=2313 	id=14  	Node	scanning on channel=20...[NODE]
asn=2313 	id=5   	Node	scanning on channel=25...[NODE]
asn=2313 	id=11  	Node	scanning on channel=15...[NODE]
asn=2313 	id=12  	Node	scanning on channel=15...[NODE]
asn=2320 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2341 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2375 	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2375 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2387 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2397 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2413 	id=5   	Node	scanning on channel=26...[NODE]
asn=2413 	id=3   	Node	scanning on channel=20...[NODE]
asn=2413 	id=8   	Node	scanning on channel=15...[NODE]
asn=2413 	id=11  	Node	scanning on channel=25...[NODE]
asn=2413 	id=10  	Node	scanning on channel=15...[NODE]
asn=2413 	id=6   	Node	scanning on channel=25...[NODE]
asn=2413 	id=12  	Node	scanning on channel=20...[NODE]
asn=2413 	id=14  	Node	scanning on channel=15...[NODE]
asn=2413 	id=9   	Node	scanning on channel=20...[NODE]
asn=2413 	id=7   	Node	scanning on channel=26...[NODE]
asn=2413 	id=13  	Node	scanning on channel=26...[NODE]
asn=2421 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2421 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2432 	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2442 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2449 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2449 	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2469 	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2486 	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2489 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2496 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2513 	id=2   	Node	scanning on channel=25...[NODE]
asn=2513 	id=13  	Node	scanning on channel=15...[NODE]
asn=2513 	id=7   	Node	scanning on channel=15...[NODE]
asn=2513 	id=11  	Node	scanning on channel=20...[NODE]
asn=2513 	id=8   	Node	scanning on channel=26...[NODE]
asn=2513 	id=3   	Node	scanning on channel=25...[NODE]
asn=2513 	id=10  	Node	scanning on channel=20...[NODE]
asn=2513 	id=14  	Node	scanning on channel=26...[NODE]
asn=2513 	id=6   	Node	scanning on channel=20...[NODE]
asn=2513 	id=12  	Node	scanning on channel=25...[NODE]
asn=2513 	id=9   	Node	scanning on channel=26...[NODE]
asn=2525 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2532 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2539 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2566 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2570 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2575 	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2578 	id=4   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=2578 	id=4   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=2578 	id=4   	App	generate a packet, seqnum=13 for=1 [PACKET_SOURCE]
asn=2578 	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=2578 	id=4   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=2578 	id=4   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=2578 	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: 13], channel offset=2 timeslot=3[SCHEDULER NEW]
asn=2578 	id=4   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=2579 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2579 	id=1   	App	rx app packet seqnum=13 from=4 at cell [ts: 3, co: 2][NODE]
asn=2579 	id=4   	Node	tx done from=4 source=4 to=1 destination=1 numtx=1 seqnum=13 packet buffer: timeslot: 3 channel offset: 2 acked=true, remove packet[NODE]
asn=2579 	id=4   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=2579 	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=2584 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2586 	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2613 	id=12  	Node	scanning on channel=20...[NODE]
asn=2613 	id=9   	Node	scanning on channel=25...[NODE]
asn=2613 	id=11  	Node	scanning on channel=15...[NODE]
asn=2613 	id=2   	Node	scanning on channel=26...[NODE]
asn=2613 	id=13  	Node	scanning on channel=20...[NODE]
asn=2613 	id=10  	Node	scanning on channel=25...[NODE]
asn=2613 	id=3   	Node	scanning on channel=15...[NODE]
asn=2620 	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2637 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2639 	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2640 	id=3   	Node	add neighbor id=1 [NODE]
asn=2640 	id=3   	Node	Add_route called from ensure neighbor
asn=2640 	id=3   	TSCH	joined/associated at 26.4 on receiving an EB packet from 1[NODE]
asn=2640 	id=3   	TSCH	Node has joined TSCH in TSCH Associate [NODE]
asn=2640 	id=3   	Node	update time source called [NODE]
asn=2640 	id=3   	Main	On new time source method called from Manual Routing [ROUTING MANUAL]
asn=2640 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=2640 	id=3   	Node	Start method called from Manual Routing for 3
asn=2640 	id=3   	Node	Route File Read successfully [ROUTING MANUAL]
asn=2640 	id=3   	Node	File loaded into struct successfully [ROUTING MANUAL]
asn=2640 	id=3   	Node	Reading routes for Node 3 [ROUTING MANUAL]
asn=2640 	id=3   	Node	Destination = 1, Nexthop = 1 [ROUTING MANUAL]
asn=2640 	id=3   	Node	Route added to destination node id: 1 through next hop node id: 1 in the routing table of node: 3
asn=2640 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=2640 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=2640 	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=2640 	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=2640 	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=2661 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2675 	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=2675 	id=3   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=2675 	id=3   	App	generate a packet, seqnum=1 for=1 [PACKET_SOURCE]
asn=2675 	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=2675 	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=2675 	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=2675 	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 1], channel offset=1 timeslot=2[SCHEDULER NEW]
asn=2675 	id=3   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=2682 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2682 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2683 	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2685 	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2690 	id=1   	Node	add neighbor id=3 [NODE]
asn=2690 	id=1   	Node	Add_route called from ensure neighbor
asn=2690 	id=1   	App	rx app packet seqnum=1 from=3 at cell [ts: 2, co: 1][NODE]
asn=2690 	id=3   	Node	tx done from=3 source=3 to=1 destination=1 numtx=1 seqnum=1 packet buffer: timeslot: 2 channel offset: 1 acked=true, remove packet[NODE]
asn=2690 	id=3   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=2690 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=2703 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2703 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2703 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2713 	id=11  	Node	scanning on channel=26...[NODE]
asn=2713 	id=14  	Node	scanning on channel=20...[NODE]
asn=2713 	id=9   	Node	scanning on channel=15...[NODE]
asn=2713 	id=8   	Node	scanning on channel=15...[NODE]
asn=2713 	id=5   	Node	scanning on channel=25...[NODE]
asn=2713 	id=13  	Node	scanning on channel=25...[NODE]
asn=2713 	id=2   	Node	scanning on channel=15...[NODE]
asn=2713 	id=10  	Node	scanning on channel=20...[NODE]
asn=2755 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2770 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2770 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2771 	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2780 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2789 	id=4   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=2789 	id=4   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=2789 	id=4   	App	generate a packet, seqnum=14 for=1 [PACKET_SOURCE]
asn=2789 	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=2789 	id=4   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=2789 	id=4   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=2789 	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: 14], channel offset=2 timeslot=3[SCHEDULER NEW]
asn=2789 	id=4   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=2803 	id=1   	App	rx app packet seqnum=14 from=4 at cell [ts: 3, co: 2][NODE]
asn=2803 	id=4   	Node	tx done from=4 source=4 to=1 destination=1 numtx=1 seqnum=14 packet buffer: timeslot: 3 channel offset: 2 acked=true, remove packet[NODE]
asn=2803 	id=4   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=2803 	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=2813 	id=10  	Node	scanning on channel=26...[NODE]
asn=2813 	id=2   	Node	scanning on channel=25...[NODE]
asn=2813 	id=11  	Node	scanning on channel=25...[NODE]
asn=2813 	id=7   	Node	scanning on channel=26...[NODE]
asn=2813 	id=8   	Node	scanning on channel=26...[NODE]
asn=2813 	id=9   	Node	scanning on channel=20...[NODE]
asn=2813 	id=13  	Node	scanning on channel=20...[NODE]
asn=2813 	id=6   	Node	scanning on channel=26...[NODE]
asn=2818 	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2820 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2828 	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=2828 	id=3   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=2828 	id=3   	App	generate a packet, seqnum=2 for=1 [PACKET_SOURCE]
asn=2828 	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=2828 	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=2828 	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=2828 	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 2], channel offset=1 timeslot=2[SCHEDULER NEW]
asn=2828 	id=3   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=2834 	id=1   	App	rx app packet seqnum=2 from=3 at cell [ts: 2, co: 1][NODE]
asn=2834 	id=3   	Node	tx done from=3 source=3 to=1 destination=1 numtx=1 seqnum=2 packet buffer: timeslot: 2 channel offset: 1 acked=true, remove packet[NODE]
asn=2834 	id=3   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=2834 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=2855 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2856 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2856 	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2857 	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2867 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2877 	id=4   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=2877 	id=4   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=2877 	id=4   	App	generate a packet, seqnum=15 for=1 [PACKET_SOURCE]
asn=2877 	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=2877 	id=4   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=2877 	id=4   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=2877 	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: 15], channel offset=2 timeslot=3[SCHEDULER NEW]
asn=2877 	id=4   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=2883 	id=1   	App	rx app packet seqnum=15 from=4 at cell [ts: 3, co: 2][NODE]
asn=2883 	id=4   	Node	tx done from=4 source=4 to=1 destination=1 numtx=1 seqnum=15 packet buffer: timeslot: 3 channel offset: 2 acked=true, remove packet[NODE]
asn=2883 	id=4   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=2883 	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=2885 	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2895 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2903 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2912 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2913 	id=13  	Node	scanning on channel=15...[NODE]
asn=2913 	id=6   	Node	scanning on channel=25...[NODE]
asn=2913 	id=12  	Node	scanning on channel=15...[NODE]
asn=2913 	id=14  	Node	scanning on channel=26...[NODE]
asn=2913 	id=10  	Node	scanning on channel=20...[NODE]
asn=2913 	id=7   	Node	scanning on channel=25...[NODE]
asn=2913 	id=11  	Node	scanning on channel=20...[NODE]
asn=2913 	id=5   	Node	scanning on channel=20...[NODE]
asn=2913 	id=9   	Node	scanning on channel=25...[NODE]
asn=2950 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2962 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2977 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2985 	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2989 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=3004 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=3007 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=3013 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=3013 	id=9   	Node	scanning on channel=26...[NODE]
asn=3013 	id=12  	Node	scanning on channel=20...[NODE]
asn=3013 	id=6   	Node	scanning on channel=15...[NODE]
asn=3013 	id=13  	Node	scanning on channel=20...[NODE]
