asn=0    	id=-1  	Main	copying configuration file E:\TSCH-2022\matlab-simulation\simple-Exmp\config.json to output directory E:\TSCH-2022\results\2022-04-28_12-22-30\config.json[MAIN]
asn=0    	id=-1  	Main	warning: no connections defined for node type "root"[SIMULATOR]
asn=0    	id=-1  	Main	warning: no connections defined for node type "2nd-depth"[SIMULATOR]
asn=0    	id=-1  	Main	simulation created[SIMULATOR]
asn=0    	id=-1  	Main	starting simulation main loop...[SIMULATOR]
asn=0    	id=1   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=0    	id=1   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=0    	id=1   	TSCH	*** initializing leaf-and-forwarder scheduler, slotframe_size=16 [SCHEDULER NEW]
asn=0    	id=1   	Node	Slotframe number 1 added from node: 1 [NODE]
asn=0    	id=1   	Node	Add cell in timeslot: 0 channel offset: 0 in slotframe: 1
asn=0    	id=1   	TSCH	about to add cells at channel offset=2 called by node 1 [SCHEDULER NEW]
asn=0    	id=1   	Node	Add cell in timeslot: 1 channel offset: 1 in slotframe: 1
asn=0    	id=1   	Node	Add cell in timeslot: 2 channel offset: 1 in slotframe: 1
asn=0    	id=1   	Node	Add cell in timeslot: 3 channel offset: 2 in slotframe: 1
asn=0    	id=1   	Node	becomes TSCH coordinator
asn=0    	id=1   	TSCH	Node has joined TSCH as coordinator [NODE]
asn=0    	id=1   	Node	Start method called from Manual Routing for 1
asn=0    	id=1   	Node	Route File Read successfully [ROUTING MANUAL]
asn=0    	id=1   	Node	File loaded into struct successfully [ROUTING MANUAL]
asn=0    	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=0    	id=1   	TSCH	Node has joined TSCH [NODE]
asn=0    	id=1   	Node	update time source called [NODE]
asn=0    	id=1   	Main	Local repair method called from Manual Routing [ROUTING MANUAL]
asn=0    	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=0    	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=0    	id=2   	TSCH	*** initializing leaf-and-forwarder scheduler, slotframe_size=16 [SCHEDULER NEW]
asn=0    	id=2   	Node	Slotframe number 1 added from node: 2 [NODE]
asn=0    	id=2   	Node	Add cell in timeslot: 0 channel offset: 0 in slotframe: 1
asn=0    	id=2   	TSCH	about to add cells at channel offset=3 called by node 2 [SCHEDULER NEW]
asn=0    	id=2   	Node	Add cell in timeslot: 1 channel offset: 1 in slotframe: 1
asn=0    	id=2   	TSCH	Node has joined TSCH [NODE]
asn=0    	id=2   	Node	update time source called [NODE]
asn=0    	id=2   	Main	Local repair method called from Manual Routing [ROUTING MANUAL]
asn=0    	id=2   	Node	scanning on channel=20...[NODE]
asn=0    	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=0    	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=0    	id=3   	TSCH	*** initializing leaf-and-forwarder scheduler, slotframe_size=16 [SCHEDULER NEW]
asn=0    	id=3   	Node	Slotframe number 1 added from node: 3 [NODE]
asn=0    	id=3   	Node	Add cell in timeslot: 0 channel offset: 0 in slotframe: 1
asn=0    	id=3   	TSCH	about to add cells at channel offset=4 called by node 3 [SCHEDULER NEW]
asn=0    	id=3   	Node	Add cell in timeslot: 2 channel offset: 1 in slotframe: 1
asn=0    	id=3   	TSCH	Node has joined TSCH [NODE]
asn=0    	id=3   	Node	update time source called [NODE]
asn=0    	id=3   	Main	Local repair method called from Manual Routing [ROUTING MANUAL]
asn=0    	id=3   	Node	scanning on channel=26...[NODE]
asn=0    	id=4   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=0    	id=4   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=0    	id=4   	TSCH	*** initializing leaf-and-forwarder scheduler, slotframe_size=16 [SCHEDULER NEW]
asn=0    	id=4   	Node	Slotframe number 1 added from node: 4 [NODE]
asn=0    	id=4   	Node	Add cell in timeslot: 0 channel offset: 0 in slotframe: 1
asn=0    	id=4   	TSCH	about to add cells at channel offset=5 called by node 4 [SCHEDULER NEW]
asn=0    	id=4   	Node	Add cell in timeslot: 3 channel offset: 2 in slotframe: 1
asn=0    	id=4   	TSCH	Node has joined TSCH [NODE]
asn=0    	id=4   	Node	update time source called [NODE]
asn=0    	id=4   	Main	Local repair method called from Manual Routing [ROUTING MANUAL]
asn=0    	id=4   	Node	scanning on channel=25...[NODE]
asn=16   	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=16   	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=100  	id=4   	Node	scanning on channel=26...[NODE]
asn=100  	id=2   	Node	scanning on channel=26...[NODE]
asn=100  	id=3   	Node	scanning on channel=15...[NODE]
asn=200  	id=4   	Node	scanning on channel=25...[NODE]
asn=200  	id=2   	Node	scanning on channel=20...[NODE]
asn=200  	id=3   	Node	scanning on channel=20...[NODE]
asn=218  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=250  	id=4   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=301  	id=3   	Node	scanning on channel=26...[NODE]
asn=301  	id=4   	Node	scanning on channel=20...[NODE]
asn=301  	id=2   	Node	scanning on channel=25...[NODE]
asn=402  	id=4   	Node	scanning on channel=26...[NODE]
asn=402  	id=2   	Node	scanning on channel=26...[NODE]
asn=503  	id=4   	Node	scanning on channel=15...[NODE]
asn=503  	id=2   	Node	scanning on channel=20...[NODE]
asn=589  	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=604  	id=2   	Node	scanning on channel=25...[NODE]
asn=604  	id=3   	Node	scanning on channel=25...[NODE]
asn=604  	id=4   	Node	scanning on channel=26...[NODE]
asn=705  	id=2   	Node	scanning on channel=15...[NODE]
asn=705  	id=3   	Node	scanning on channel=26...[NODE]
asn=806  	id=2   	Node	scanning on channel=26...[NODE]
asn=806  	id=3   	Node	scanning on channel=15...[NODE]
asn=806  	id=4   	Node	scanning on channel=15...[NODE]
asn=907  	id=2   	Node	scanning on channel=20...[NODE]
asn=907  	id=3   	Node	scanning on channel=26...[NODE]
asn=907  	id=4   	Node	scanning on channel=20...[NODE]
asn=1008 	id=2   	Node	scanning on channel=15...[NODE]
asn=1109 	id=4   	Node	scanning on channel=26...[NODE]
asn=1109 	id=2   	Node	scanning on channel=26...[NODE]
asn=1210 	id=4   	Node	scanning on channel=20...[NODE]
asn=1304 	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1311 	id=3   	Node	scanning on channel=25...[NODE]
asn=1311 	id=2   	Node	scanning on channel=25...[NODE]
asn=1311 	id=4   	Node	scanning on channel=26...[NODE]
asn=1359 	id=4   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1392 	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=1392 	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=1412 	id=3   	Node	scanning on channel=20...[NODE]
asn=1412 	id=2   	Node	scanning on channel=20...[NODE]
asn=1412 	id=4   	Node	scanning on channel=15...[NODE]
asn=1513 	id=3   	Node	scanning on channel=26...[NODE]
asn=1513 	id=2   	Node	scanning on channel=26...[NODE]
asn=1513 	id=4   	Node	scanning on channel=25...[NODE]
asn=1613 	id=3   	Node	scanning on channel=20...[NODE]
asn=1613 	id=4   	Node	scanning on channel=15...[NODE]
asn=1713 	id=3   	Node	scanning on channel=26...[NODE]
asn=1713 	id=4   	Node	scanning on channel=25...[NODE]
asn=1813 	id=3   	Node	scanning on channel=20...[NODE]
asn=1813 	id=4   	Node	scanning on channel=20...[NODE]
asn=1827 	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1913 	id=4   	Node	scanning on channel=25...[NODE]
asn=1913 	id=2   	Node	scanning on channel=25...[NODE]
asn=2013 	id=4   	Node	scanning on channel=20...[NODE]
asn=2013 	id=2   	Node	scanning on channel=26...[NODE]
asn=2020 	id=4   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2113 	id=2   	Node	scanning on channel=25...[NODE]
asn=2113 	id=3   	Node	scanning on channel=15...[NODE]
asn=2113 	id=4   	Node	scanning on channel=26...[NODE]
asn=2213 	id=2   	Node	scanning on channel=15...[NODE]
asn=2213 	id=3   	Node	scanning on channel=20...[NODE]
asn=2213 	id=4   	Node	scanning on channel=25...[NODE]
asn=2313 	id=2   	Node	scanning on channel=20...[NODE]
asn=2313 	id=3   	Node	scanning on channel=25...[NODE]
asn=2313 	id=4   	Node	scanning on channel=26...[NODE]
asn=2413 	id=2   	Node	scanning on channel=15...[NODE]
asn=2413 	id=3   	Node	scanning on channel=15...[NODE]
asn=2413 	id=4   	Node	scanning on channel=15...[NODE]
asn=2513 	id=3   	Node	scanning on channel=20...[NODE]
asn=2513 	id=4   	Node	scanning on channel=25...[NODE]
asn=2613 	id=2   	Node	scanning on channel=20...[NODE]
asn=2613 	id=3   	Node	scanning on channel=26...[NODE]
asn=2613 	id=4   	Node	scanning on channel=26...[NODE]
asn=2662 	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2674 	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=2713 	id=2   	Node	scanning on channel=26...[NODE]
asn=2713 	id=4   	Node	scanning on channel=20...[NODE]
asn=2713 	id=3   	Node	scanning on channel=20...[NODE]
asn=2720 	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=2720 	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=2813 	id=2   	Node	scanning on channel=25...[NODE]
asn=2813 	id=3   	Node	scanning on channel=26...[NODE]
asn=2913 	id=2   	Node	scanning on channel=26...[NODE]
asn=2913 	id=4   	Node	scanning on channel=15...[NODE]
asn=2913 	id=3   	Node	scanning on channel=25...[NODE]
asn=3013 	id=4   	Node	scanning on channel=20...[NODE]
asn=3013 	id=3   	Node	scanning on channel=26...[NODE]
asn=3113 	id=4   	Node	scanning on channel=25...[NODE]
asn=3113 	id=3   	Node	scanning on channel=20...[NODE]
asn=3124 	id=4   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=3201 	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=3213 	id=4   	Node	scanning on channel=26...[NODE]
asn=3213 	id=2   	Node	scanning on channel=25...[NODE]
asn=3213 	id=3   	Node	scanning on channel=15...[NODE]
asn=3314 	id=4   	Node	scanning on channel=25...[NODE]
asn=3314 	id=2   	Node	scanning on channel=20...[NODE]
asn=3314 	id=3   	Node	scanning on channel=25...[NODE]
asn=3415 	id=4   	Node	scanning on channel=20...[NODE]
asn=3415 	id=2   	Node	scanning on channel=25...[NODE]
asn=3516 	id=4   	Node	scanning on channel=26...[NODE]
asn=3617 	id=4   	Node	scanning on channel=15...[NODE]
asn=3617 	id=2   	Node	scanning on channel=15...[NODE]
asn=3617 	id=3   	Node	scanning on channel=15...[NODE]
asn=3718 	id=4   	Node	scanning on channel=25...[NODE]
asn=3718 	id=2   	Node	scanning on channel=25...[NODE]
asn=3718 	id=3   	Node	scanning on channel=20...[NODE]
asn=3819 	id=4   	Node	scanning on channel=20...[NODE]
asn=3819 	id=2   	Node	scanning on channel=20...[NODE]
asn=3819 	id=3   	Node	scanning on channel=25...[NODE]
asn=3920 	id=4   	Node	scanning on channel=26...[NODE]
asn=3970 	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4021 	id=4   	Node	scanning on channel=20...[NODE]
asn=4021 	id=2   	Node	scanning on channel=15...[NODE]
asn=4021 	id=3   	Node	scanning on channel=15...[NODE]
asn=4096 	id=2   	Node	add neighbor id=1 [NODE]
asn=4096 	id=2   	Node	Add_route called from ensure neighbor
asn=4096 	id=2   	TSCH	joined/associated at 40.96 on receiving an EB packet from 1[NODE]
asn=4096 	id=2   	TSCH	Node has joined TSCH in TSCH Associate [NODE]
asn=4096 	id=2   	Node	update time source called [NODE]
asn=4096 	id=2   	Main	On new time source method called from Manual Routing [ROUTING MANUAL]
asn=4096 	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=4096 	id=2   	Node	Start method called from Manual Routing for 2
asn=4096 	id=2   	Node	Route File Read successfully [ROUTING MANUAL]
asn=4096 	id=2   	Node	File loaded into struct successfully [ROUTING MANUAL]
asn=4096 	id=2   	Node	Reading routes for Node 2 [ROUTING MANUAL]
asn=4096 	id=2   	Node	Destination = 1, Nexthop = 1 [ROUTING MANUAL]
asn=4096 	id=2   	Node	Route added to destination node id: 1 through next hop node id: 1 in the routing table of node: 2
asn=4096 	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=4096 	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=4096 	id=3   	Node	add neighbor id=1 [NODE]
asn=4096 	id=3   	Node	Add_route called from ensure neighbor
asn=4096 	id=3   	TSCH	joined/associated at 40.96 on receiving an EB packet from 1[NODE]
asn=4096 	id=3   	TSCH	Node has joined TSCH in TSCH Associate [NODE]
asn=4096 	id=3   	Node	update time source called [NODE]
asn=4096 	id=3   	Main	On new time source method called from Manual Routing [ROUTING MANUAL]
asn=4096 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=4096 	id=3   	Node	Start method called from Manual Routing for 3
asn=4096 	id=3   	Node	Route File Read successfully [ROUTING MANUAL]
asn=4096 	id=3   	Node	File loaded into struct successfully [ROUTING MANUAL]
asn=4096 	id=3   	Node	Reading routes for Node 3 [ROUTING MANUAL]
asn=4096 	id=3   	Node	Destination = 1, Nexthop = 1 [ROUTING MANUAL]
asn=4096 	id=3   	Node	Route added to destination node id: 1 through next hop node id: 1 in the routing table of node: 3
asn=4096 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=4096 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=4096 	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=4096 	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=4162 	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=4162 	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=4162 	id=2   	App	generate a packet, seqnum=1 for=1 [PACKET_SOURCE]
asn=4162 	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=4162 	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=4162 	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=4162 	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 1], channel offset=1 timeslot=1[SCHEDULER NEW]
asn=4162 	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=4177 	id=1   	Node	add neighbor id=2 [NODE]
asn=4177 	id=1   	Node	Add_route called from ensure neighbor
asn=4177 	id=1   	App	rx app packet seqnum=1 from=2 at cell [ts: 1, co: 1][NODE]
asn=4177 	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=1 packet buffer: timeslot: 1 channel offset: 1 acked=true, remove packet[NODE]
asn=4177 	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=4177 	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=4223 	id=4   	Node	scanning on channel=25...[NODE]
asn=4304 	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=4304 	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=4324 	id=4   	Node	scanning on channel=20...[NODE]
asn=4336 	id=4   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4425 	id=4   	Node	scanning on channel=25...[NODE]
asn=4521 	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=4521 	id=3   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=4521 	id=3   	App	generate a packet, seqnum=1 for=1 [PACKET_SOURCE]
asn=4521 	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=4521 	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=4521 	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=4521 	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 1], channel offset=1 timeslot=2[SCHEDULER NEW]
asn=4521 	id=3   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=4530 	id=1   	Node	add neighbor id=3 [NODE]
asn=4530 	id=1   	Node	Add_route called from ensure neighbor
asn=4530 	id=1   	App	rx app packet seqnum=1 from=3 at cell [ts: 2, co: 1][NODE]
asn=4530 	id=3   	Node	tx done from=3 source=3 to=1 destination=1 numtx=1 seqnum=1 packet buffer: timeslot: 2 channel offset: 1 acked=true, remove packet[NODE]
asn=4530 	id=3   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=4530 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=4627 	id=4   	Node	scanning on channel=15...[NODE]
asn=4728 	id=4   	Node	scanning on channel=25...[NODE]
asn=4816 	id=3   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=4816 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=4930 	id=4   	Node	scanning on channel=15...[NODE]
asn=5000 	id=-1  	Main	ending simulation at 50.000 seconds[SIMULATOR]
asn=5000 	id=-1  	Main	aggregate stats method called [NETWORK]
asn=5000 	id=1   	Node	aggregate stats method called for Node 1 [NODE]
asn=5000 	id=1   	Node	Final routes for Node 1 [NODE]
asn=5000 	id=1   	Node	Total Routes 0 [NODE]
asn=5000 	id=1   	Main	Method to get stats called from Manual Routing [ROUTING MANUAL]
asn=5000 	id=2   	Node	aggregate stats method called for Node 2 [NODE]
asn=5000 	id=2   	Node	Final routes for Node 2 [NODE]
asn=5000 	id=2   	Node	Total Routes 1 [NODE]
asn=5000 	id=2   	Node	route destination: 1 and next hop id: 1
asn=5000 	id=2   	Main	Method to get stats called from Manual Routing [ROUTING MANUAL]
asn=5000 	id=3   	Node	aggregate stats method called for Node 3 [NODE]
asn=5000 	id=3   	Node	Final routes for Node 3 [NODE]
asn=5000 	id=3   	Node	Total Routes 1 [NODE]
asn=5000 	id=3   	Node	route destination: 1 and next hop id: 1
asn=5000 	id=3   	Main	Method to get stats called from Manual Routing [ROUTING MANUAL]
asn=5000 	id=4   	Node	aggregate stats method called for Node 4 [NODE]
asn=5000 	id=4   	Node	Final routes for Node 4 [NODE]
asn=5000 	id=4   	Node	Total Routes 0 [NODE]
asn=5000 	id=4   	Main	Method to get stats called from Manual Routing [ROUTING MANUAL]
asn=5000 	id=-1  	Main	packet stats: PDR=100.00% generated=2 received=2 lost=0 (tx_limit/queue/routing/scheduling/other=0/0/0/0/0)[NETWORK]
asn=5000 	id=-1  	Main	link stats: PAR=100.00% tx=2 acked=2[NETWORK]
asn=5000 	id=-1  	Main	simulation completed, results saved at E:\TSCH-2022\results\2022-04-28_12-22-30[MAIN]
