asn=0    	id=-1  	Main	copying configuration file E:\TSCH-2022\matlab-simulation\scenario_1\config.json to output directory E:\TSCH-2022\results\2022-05-06_17-09-05\config.json[MAIN]
asn=23492	id=1   	App	rx app packet seqnum=389 from=2 at cell [ts: 4, co: 4][NODE]
asn=23492	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=389 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=23492	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=23492	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=23495	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23498	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23502	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23504	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23508	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23509	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23515	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23517	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=23517	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=23517	id=2   	App	generate a packet, seqnum=390 for=1 [PACKET_SOURCE]
asn=23517	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=23517	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=23517	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=23517	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 390], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=23517	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=23524	id=1   	App	rx app packet seqnum=390 from=2 at cell [ts: 4, co: 4][NODE]
asn=23524	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=390 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=23524	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=23524	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=23525	id=11  	Node	scanning on channel=18...[NODE]
asn=23526	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=23526	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=23526	id=2   	App	generate a packet, seqnum=391 for=1 [PACKET_SOURCE]
asn=23526	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=23526	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=23526	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=23526	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 391], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=23526	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=23526	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23527	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23530	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23531	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23532	id=1   	App	rx app packet seqnum=391 from=2 at cell [ts: 4, co: 4][NODE]
asn=23532	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=391 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=23532	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=23532	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=23534	id=8   	Node	scanning on channel=16...[NODE]
asn=23545	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23548	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23552	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23553	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=23553	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=23553	id=2   	App	generate a packet, seqnum=392 for=1 [PACKET_SOURCE]
asn=23553	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=23553	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=23553	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=23553	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 392], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=23553	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=23556	id=7   	Node	scanning on channel=17...[NODE]
asn=23556	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23556	id=1   	App	rx app packet seqnum=392 from=2 at cell [ts: 4, co: 4][NODE]
asn=23556	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=392 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=23556	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=23556	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=23565	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23566	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23580	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23582	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23585	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=23585	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=23585	id=2   	App	generate a packet, seqnum=393 for=1 [PACKET_SOURCE]
asn=23585	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=23585	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=23585	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=23585	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 393], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=23585	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=23587	id=3   	Node	scanning on channel=17...[NODE]
asn=23587	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23588	id=1   	App	rx app packet seqnum=393 from=2 at cell [ts: 4, co: 4][NODE]
asn=23588	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=393 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=23588	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=23588	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=23589	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23600	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23601	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23604	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=23604	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=23604	id=2   	App	generate a packet, seqnum=394 for=1 [PACKET_SOURCE]
asn=23604	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=23604	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=23604	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=23604	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 394], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=23604	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=23604	id=1   	App	rx app packet seqnum=394 from=2 at cell [ts: 4, co: 4][NODE]
asn=23604	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=394 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=23604	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=23604	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=23613	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23615	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23622	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=23622	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=23622	id=2   	App	generate a packet, seqnum=395 for=1 [PACKET_SOURCE]
asn=23622	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=23622	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=23622	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=23622	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 395], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=23622	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=23624	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23626	id=11  	Node	scanning on channel=19...[NODE]
asn=23626	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23628	id=1   	App	rx app packet seqnum=395 from=2 at cell [ts: 4, co: 4][NODE]
asn=23628	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=395 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=23628	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=23628	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=23630	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23631	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=23631	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=23631	id=2   	App	generate a packet, seqnum=396 for=1 [PACKET_SOURCE]
asn=23631	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=23631	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=23631	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=23631	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 396], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=23631	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=23635	id=8   	Node	scanning on channel=13...[NODE]
asn=23636	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23636	id=1   	App	rx app packet seqnum=396 from=2 at cell [ts: 4, co: 4][NODE]
asn=23636	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=396 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=23636	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=23636	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=23645	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23647	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23653	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23654	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23657	id=7   	Node	scanning on channel=12...[NODE]
asn=23660	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23667	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23668	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=23668	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=23668	id=2   	App	generate a packet, seqnum=397 for=1 [PACKET_SOURCE]
asn=23668	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=23668	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=23668	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=23668	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 397], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=23668	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=23668	id=1   	App	rx app packet seqnum=397 from=2 at cell [ts: 4, co: 4][NODE]
asn=23668	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=397 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=23668	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=23668	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=23671	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23672	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=23672	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=23672	id=2   	App	generate a packet, seqnum=398 for=1 [PACKET_SOURCE]
asn=23672	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=23672	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=23672	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=23672	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 398], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=23672	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=23676	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23676	id=1   	App	rx app packet seqnum=398 from=2 at cell [ts: 4, co: 4][NODE]
asn=23676	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=398 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=23676	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=23676	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=23679	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23684	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23690	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23695	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23696	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23708	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=23708	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=23708	id=2   	App	generate a packet, seqnum=399 for=1 [PACKET_SOURCE]
asn=23708	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=23708	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=23708	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=23708	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 399], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=23708	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=23708	id=1   	App	rx app packet seqnum=399 from=2 at cell [ts: 4, co: 4][NODE]
asn=23708	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=399 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=23708	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=23708	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=23712	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23713	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23719	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23719	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23726	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23726	id=3   	Node	scanning on channel=19...[NODE]
asn=23728	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23731	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=23731	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=23731	id=2   	App	generate a packet, seqnum=400 for=1 [PACKET_SOURCE]
asn=23731	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=23731	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=23731	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=23731	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 400], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=23731	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=23732	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23732	id=1   	App	rx app packet seqnum=400 from=2 at cell [ts: 4, co: 4][NODE]
asn=23732	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=400 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=23732	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=23732	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=23736	id=8   	Node	scanning on channel=24...[NODE]
asn=23739	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23743	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23746	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=23746	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=23746	id=2   	App	generate a packet, seqnum=401 for=1 [PACKET_SOURCE]
asn=23746	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=23746	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=23746	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=23746	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 401], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=23746	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=23748	id=1   	App	rx app packet seqnum=401 from=2 at cell [ts: 4, co: 4][NODE]
asn=23748	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=401 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=23748	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=23748	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=23752	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23758	id=7   	Node	scanning on channel=17...[NODE]
asn=23758	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23763	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23765	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=23765	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=23765	id=2   	App	generate a packet, seqnum=402 for=1 [PACKET_SOURCE]
asn=23765	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=23765	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=23765	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=23765	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 402], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=23765	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=23768	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23772	id=1   	App	rx app packet seqnum=402 from=2 at cell [ts: 4, co: 4][NODE]
asn=23772	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=402 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=23772	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=23772	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=23777	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23777	id=10  	Node	scanning on channel=24...[NODE]
asn=23777	id=14  	Node	scanning on channel=20...[NODE]
asn=23777	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23779	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23787	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=23787	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=23787	id=2   	App	generate a packet, seqnum=403 for=1 [PACKET_SOURCE]
asn=23787	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=23787	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=23787	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=23787	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 403], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=23787	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=23788	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23788	id=1   	App	rx app packet seqnum=403 from=2 at cell [ts: 4, co: 4][NODE]
asn=23788	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=403 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=23788	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=23788	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=23789	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23797	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23798	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23803	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23803	id=6   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=23803	id=6   	Node	Nexthop id: 2 found for destination: 1 [ROUTE]
asn=23803	id=6   	App	generate a packet, seqnum=6 for=1 [PACKET_SOURCE]
asn=23803	id=6   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=23803	id=6   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=23803	id=6   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=23803	id=6   	TSCH	schedule packet [src: 6, dest: 2, seqnum: 6], channel offset=5 timeslot=5[SCHEDULER NEW]
asn=23803	id=6   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=23803	id=13  	Node	scanning on channel=18...[NODE]
asn=23805	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23805	id=2   	Node	Get Nexthop id for destination: -1 [ROUTE]
asn=23805	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=23805	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=23805	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=23805	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=23805	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=23805	id=2   	TSCH	schedule packet [src: 6, dest: 1, seqnum: 6], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=23805	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=23805	id=6   	Node	tx done from=6 source=6 to=2 destination=1 numtx=1 seqnum=6 packet buffer: timeslot: 5 channel offset: 5 acked=true, remove packet[NODE]
asn=23805	id=6   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=23805	id=6   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=23811	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=23811	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=23811	id=2   	App	generate a packet, seqnum=404 for=1 [PACKET_SOURCE]
asn=23811	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=23811	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=23811	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=23811	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 404], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=23811	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=23812	id=1   	App	rx app packet seqnum=6 from=6 at cell [ts: 4, co: 4][NODE]
asn=23812	id=2   	Node	tx done from=2 source=6 to=1 destination=1 numtx=1 seqnum=6 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=23812	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=23812	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=23813	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23814	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23816	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23820	id=1   	App	rx app packet seqnum=404 from=2 at cell [ts: 4, co: 4][NODE]
asn=23820	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=404 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=23820	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=23820	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=23821	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23821	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=23821	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=23821	id=2   	App	generate a packet, seqnum=405 for=1 [PACKET_SOURCE]
asn=23821	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=23821	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=23821	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=23821	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 405], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=23821	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=23827	id=3   	Node	scanning on channel=13...[NODE]
asn=23828	id=1   	App	rx app packet seqnum=405 from=2 at cell [ts: 4, co: 4][NODE]
asn=23828	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=405 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=23828	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=23828	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=23832	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23833	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23839	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23847	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23848	id=6   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=23848	id=6   	Node	Nexthop id: 2 found for destination: 1 [ROUTE]
asn=23848	id=6   	App	generate a packet, seqnum=7 for=1 [PACKET_SOURCE]
asn=23848	id=6   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=23848	id=6   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=23848	id=6   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
